capacity_slack,elapsed_sec,final_gap_to_instance_best,final_objective,grid_capacity_slack,grid_mode,grid_tw_tightness,instance_tag,iters_to_target,k_vehicles,method,n_requests,outcome,reference_best,remove_count,seed,shots,target_eps,time_to_target_sec,tw_tightness
0.85,16.36653739999997,0.0,582716.9648776823,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,regret_k,100,fixed_budget,582716.9648776823,2,20,16,,,0.85
0.85,16.214563399999975,0.044528581315497404,608664.524632158,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,standard_alns,100,fixed_budget,582716.9648776823,2,20,16,,,0.85
0.85,29.68042969999999,0.0356532700668691,603492.7301990126,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,qaoa,100,fixed_budget,582716.9648776823,2,20,16,,,0.85
0.85,30.423791600000015,0.017101136367499877,592682.0871577112,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,efficient_su2,100,fixed_budget,582716.9648776823,2,20,16,,,0.85
0.85,22.753549700000008,0.017353960283546077,592829.4119427181,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,hybrid_alns,100,fixed_budget,582716.9648776823,2,20,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,55,10,regret_k,100,time_to_target,,2,20,16,0.01,9.380809699999986,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,standard_alns,100,time_to_target,,2,20,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,qaoa,100,time_to_target,,2,20,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,efficient_su2,100,time_to_target,,2,20,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,hybrid_alns,100,time_to_target,,2,20,16,0.01,inf,0.85
0.85,16.425695400000052,0.0,614872.9359213457,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,regret_k,100,fixed_budget,614872.9359213457,2,30,16,,,0.85
0.85,15.94650039999999,0.03501572218388577,636403.1558239578,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,standard_alns,100,fixed_budget,614872.9359213457,2,30,16,,,0.85
0.85,30.187597700000083,0.0303598141068717,633540.3639552642,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,qaoa,100,fixed_budget,614872.9359213457,2,30,16,,,0.85
0.85,29.908496600000035,0.017021610437070168,625339.0635048965,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,efficient_su2,100,fixed_budget,614872.9359213457,2,30,16,,,0.85
0.85,23.02649180000003,0.07165158660959538,658929.5573434102,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,hybrid_alns,100,fixed_budget,614872.9359213457,2,30,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,69,10,regret_k,100,time_to_target,,2,30,16,0.01,11.516811700000005,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,standard_alns,100,time_to_target,,2,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,qaoa,100,time_to_target,,2,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,efficient_su2,100,time_to_target,,2,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,hybrid_alns,100,time_to_target,,2,30,16,0.01,inf,0.85
0.85,16.66708719999997,0.01972518323746029,638844.8137792315,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,regret_k,100,fixed_budget,626487.2382096164,2,40,16,,,0.85
0.85,15.935848400000054,0.015131257040645657,635966.7776436503,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,standard_alns,100,fixed_budget,626487.2382096164,2,40,16,,,0.85
0.85,29.87961530000007,0.034634514321629235,648185.3194337053,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,qaoa,100,fixed_budget,626487.2382096164,2,40,16,,,0.85
0.85,29.726197700000057,0.05033518398088189,658021.588606572,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,efficient_su2,100,fixed_budget,626487.2382096164,2,40,16,,,0.85
0.85,21.22831009999993,0.0,626487.2382096164,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,hybrid_alns,100,fixed_budget,626487.2382096164,2,40,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,regret_k,100,time_to_target,,2,40,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,standard_alns,100,time_to_target,,2,40,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,qaoa,100,time_to_target,,2,40,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,efficient_su2,100,time_to_target,,2,40,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,72,10,hybrid_alns,100,time_to_target,,2,40,16,0.01,15.554568300000028,0.85
0.85,15.526769399999921,0.06699107298880562,648224.3766584717,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,regret_k,100,fixed_budget,607525.5857977291,2,50,16,,,0.85
0.85,16.42957590000003,0.0,607525.5857977291,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,standard_alns,100,fixed_budget,607525.5857977291,2,50,16,,,0.85
0.85,30.370441500000084,0.03822690820002492,630749.4105951852,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,qaoa,100,fixed_budget,607525.5857977291,2,50,16,,,0.85
0.85,30.52169059999983,0.0607469679532055,644430.9230889361,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,efficient_su2,100,fixed_budget,607525.5857977291,2,50,16,,,0.85
0.85,21.910045300000093,0.07073931036850549,650501.5267682828,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,hybrid_alns,100,fixed_budget,607525.5857977291,2,50,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,regret_k,100,time_to_target,,2,50,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,94,10,standard_alns,100,time_to_target,,2,50,16,0.01,15.669533799999954,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,qaoa,100,time_to_target,,2,50,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,efficient_su2,100,time_to_target,,2,50,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,hybrid_alns,100,time_to_target,,2,50,16,0.01,inf,0.85
0.85,25.996282600000086,0.011276710479801909,821507.8206310774,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,regret_k,150,fixed_budget,812347.2162641931,2,10,16,,,0.85
0.85,25.281661500000155,0.0,812347.2162641931,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,standard_alns,150,fixed_budget,812347.2162641931,2,10,16,,,0.85
0.85,38.85398200000009,0.002339621650203281,814247.8013988471,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,qaoa,150,fixed_budget,812347.2162641931,2,10,16,,,0.85
0.85,38.93932280000013,0.04027759577990859,845066.6090738162,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,efficient_su2,150,fixed_budget,812347.2162641931,2,10,16,,,0.85
0.85,31.61701069999981,0.028626263395084627,835601.6816452356,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,hybrid_alns,150,fixed_budget,812347.2162641931,2,10,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,regret_k,150,time_to_target,,2,10,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,91,15,standard_alns,150,time_to_target,,2,10,16,0.01,23.219664299999977,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,68,15,qaoa,150,time_to_target,,2,10,16,0.01,26.87453090000008,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,efficient_su2,150,time_to_target,,2,10,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,hybrid_alns,150,time_to_target,,2,10,16,0.01,inf,0.85
0.85,26.51463250000006,0.0040426695307765655,809805.1663265633,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,regret_k,150,fixed_budget,806544.5731554546,2,20,16,,,0.85
0.85,26.170124100000066,0.010199492183732454,814770.9182251855,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,standard_alns,150,fixed_budget,806544.5731554546,2,20,16,,,0.85
0.85,40.39427939999996,0.002011456855569252,808166.9027664503,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,qaoa,150,fixed_budget,806544.5731554546,2,20,16,,,0.85
0.85,39.64356960000032,0.0,806544.5731554546,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,efficient_su2,150,fixed_budget,806544.5731554546,2,20,16,,,0.85
0.85,30.807110000000193,0.01048608877337442,815002.0711492461,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,hybrid_alns,150,fixed_budget,806544.5731554546,2,20,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,72,15,regret_k,150,time_to_target,,2,20,16,0.01,19.70392979999997,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,standard_alns,150,time_to_target,,2,20,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,60,15,qaoa,150,time_to_target,,2,20,16,0.01,24.119895899999847,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,62,15,efficient_su2,150,time_to_target,,2,20,16,0.01,25.02503330000036,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,hybrid_alns,150,time_to_target,,2,20,16,0.01,inf,0.85
0.85,26.194769500000348,0.03709237217302959,855028.6089494553,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,regret_k,150,fixed_budget,824447.8812990454,2,30,16,,,0.85
0.85,25.262902100000247,0.01572325091147568,837410.8822001448,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,standard_alns,150,fixed_budget,824447.8812990454,2,30,16,,,0.85
0.85,39.13515869999992,0.0,824447.8812990454,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,qaoa,150,fixed_budget,824447.8812990454,2,30,16,,,0.85
0.85,40.103339100000085,0.010979432285627097,833499.850984797,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,efficient_su2,150,fixed_budget,824447.8812990454,2,30,16,,,0.85
0.85,31.99283209999976,0.01951448046934821,840536.5533766511,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,hybrid_alns,150,fixed_budget,824447.8812990454,2,30,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,regret_k,150,time_to_target,,2,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,standard_alns,150,time_to_target,,2,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,88,15,qaoa,150,time_to_target,,2,30,16,0.01,34.923461999999745,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,efficient_su2,150,time_to_target,,2,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,hybrid_alns,150,time_to_target,,2,30,16,0.01,inf,0.85
0.85,25.82793240000001,0.0328343322205457,833837.9335902042,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,regret_k,150,fixed_budget,807329.7987659759,2,40,16,,,0.85
0.85,25.98329240000021,0.0,807329.7987659759,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,standard_alns,150,fixed_budget,807329.7987659759,2,40,16,,,0.85
0.85,39.643345099999806,0.024221258444928718,826884.3424721789,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,qaoa,150,fixed_budget,807329.7987659759,2,40,16,,,0.85
0.85,39.455836999999974,0.010955222671741678,816174.2764809895,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,efficient_su2,150,fixed_budget,807329.7987659759,2,40,16,,,0.85
0.85,30.965908799999852,0.01936038024148319,822960.0106503653,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,hybrid_alns,150,fixed_budget,807329.7987659759,2,40,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,regret_k,150,time_to_target,,2,40,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,90,15,standard_alns,150,time_to_target,,2,40,16,0.01,23.782654800000273,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,qaoa,150,time_to_target,,2,40,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,efficient_su2,150,time_to_target,,2,40,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,hybrid_alns,150,time_to_target,,2,40,16,0.01,inf,0.85
0.85,25.605252599999858,0.010292466639757724,882950.7331972823,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,regret_k,150,fixed_budget,873955.5746010705,2,50,16,,,0.85
0.85,25.294320199999675,0.025467101926119277,896212.6902983361,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,standard_alns,150,fixed_budget,873955.5746010705,2,50,16,,,0.85
0.85,39.01786949999996,0.0,873955.5746010705,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,qaoa,150,fixed_budget,873955.5746010705,2,50,16,,,0.85
0.85,40.15003670000033,0.02500954498166251,895812.8058560307,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,efficient_su2,150,fixed_budget,873955.5746010705,2,50,16,,,0.85
0.85,30.628161399999954,0.05013027784799487,917767.2103826262,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,hybrid_alns,150,fixed_budget,873955.5746010705,2,50,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,regret_k,150,time_to_target,,2,50,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,standard_alns,150,time_to_target,,2,50,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,58,15,qaoa,150,time_to_target,,2,50,16,0.01,22.793740999999955,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,efficient_su2,150,time_to_target,,2,50,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,hybrid_alns,150,time_to_target,,2,50,16,0.01,inf,0.85
0.85,34.39884350000011,0.02098579352863478,1047274.5965387579,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,regret_k,200,fixed_budget,1025748.4513268948,2,10,16,,,0.85
0.85,34.52018510000016,0.044779079911593044,1071680.5231980546,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,standard_alns,200,fixed_budget,1025748.4513268948,2,10,16,,,0.85
0.85,48.64426579999963,0.0295088348824451,1056017.093008024,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,qaoa,200,fixed_budget,1025748.4513268948,2,10,16,,,0.85
0.85,50.23939599999994,0.0,1025748.4513268948,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,efficient_su2,200,fixed_budget,1025748.4513268948,2,10,16,,,0.85
0.85,39.60735389999991,0.022982409573184186,1049322.622354349,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,hybrid_alns,200,fixed_budget,1025748.4513268948,2,10,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,regret_k,200,time_to_target,,2,10,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,standard_alns,200,time_to_target,,2,10,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,qaoa,200,time_to_target,,2,10,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,61,20,efficient_su2,200,time_to_target,,2,10,16,0.01,31.15797609999936,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,hybrid_alns,200,time_to_target,,2,10,16,0.01,inf,0.85
0.85,33.90087140000014,0.0,987998.3435744412,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,regret_k,200,fixed_budget,987998.3435744412,2,20,16,,,0.85
0.85,34.381718999999975,0.028206093686526858,1015865.9174154352,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,standard_alns,200,fixed_budget,987998.3435744412,2,20,16,,,0.85
0.85,48.91850169999998,0.008629662931652085,996524.4362565192,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,qaoa,200,fixed_budget,987998.3435744412,2,20,16,,,0.85
0.85,48.877201799999966,0.010105296524699787,997982.3598021731,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,efficient_su2,200,fixed_budget,987998.3435744412,2,20,16,,,0.85
0.85,39.124176199999965,0.029243915539203715,1016891.2836868053,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,hybrid_alns,200,fixed_budget,987998.3435744412,2,20,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,71,20,regret_k,200,time_to_target,,2,20,16,0.01,23.948692500000107,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,standard_alns,200,time_to_target,,2,20,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,98,20,qaoa,200,time_to_target,,2,20,16,0.01,48.34879499999988,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,efficient_su2,200,time_to_target,,2,20,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,hybrid_alns,200,time_to_target,,2,20,16,0.01,inf,0.85
0.85,36.292077099999915,0.020636172004384404,1017479.416216657,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,regret_k,200,fixed_budget,996907.0704386971,2,30,16,,,0.85
0.85,35.1142377999995,0.04990324204334774,1046655.9652695241,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,standard_alns,200,fixed_budget,996907.0704386971,2,30,16,,,0.85
0.85,49.51011710000057,0.03157401748897792,1028383.4317156143,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,qaoa,200,fixed_budget,996907.0704386971,2,30,16,,,0.85
0.85,49.33030560000043,0.0,996907.0704386971,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,efficient_su2,200,fixed_budget,996907.0704386971,2,30,16,,,0.85
0.85,39.958755999999994,0.013931560376225949,1010795.5414800004,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,hybrid_alns,200,fixed_budget,996907.0704386971,2,30,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,regret_k,200,time_to_target,,2,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,standard_alns,200,time_to_target,,2,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,qaoa,200,time_to_target,,2,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,73,20,efficient_su2,200,time_to_target,,2,30,16,0.01,36.0721293000006,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,hybrid_alns,200,time_to_target,,2,30,16,0.01,inf,0.85
0.85,35.01239990000067,0.0020374230159720054,1065485.365191152,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,regret_k,200,fixed_budget,1063318.9347202342,2,40,16,,,0.85
0.85,34.842311499999596,0.024331705985922086,1089191.2984091109,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,standard_alns,200,fixed_budget,1063318.9347202342,2,40,16,,,0.85
0.85,47.44433930000014,0.0,1063318.9347202342,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,qaoa,200,fixed_budget,1063318.9347202342,2,40,16,,,0.85
0.85,48.00460389999989,0.01188326698328863,1075954.6375099008,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,efficient_su2,200,fixed_budget,1063318.9347202342,2,40,16,,,0.85
0.85,40.67026189999979,0.008785026010673238,1072660.2192193929,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,hybrid_alns,200,fixed_budget,1063318.9347202342,2,40,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,79,20,regret_k,200,time_to_target,,2,40,16,0.01,27.896805000000313,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,standard_alns,200,time_to_target,,2,40,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,74,20,qaoa,200,time_to_target,,2,40,16,0.01,35.57012059999943,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,efficient_su2,200,time_to_target,,2,40,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,97,20,hybrid_alns,200,time_to_target,,2,40,16,0.01,39.830352400000265,0.85
0.85,36.328944599999886,0.01747338889940572,1049038.4421478556,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,regret_k,200,fixed_budget,1031022.9767115518,2,50,16,,,0.85
0.85,36.044815799999924,0.02753707565431707,1059414.334422597,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,standard_alns,200,fixed_budget,1031022.9767115518,2,50,16,,,0.85
0.85,50.130238600000666,0.0,1031022.9767115518,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,qaoa,200,fixed_budget,1031022.9767115518,2,50,16,,,0.85
0.85,49.98768270000073,0.015061021399706543,1046551.2358273936,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,efficient_su2,200,fixed_budget,1031022.9767115518,2,50,16,,,0.85
0.85,41.92061629999989,0.028822581245688098,1060739.7202239917,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,hybrid_alns,200,fixed_budget,1031022.9767115518,2,50,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,regret_k,200,time_to_target,,2,50,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,standard_alns,200,time_to_target,,2,50,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,93,20,qaoa,200,time_to_target,,2,50,16,0.01,47.067092799999955,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,efficient_su2,200,time_to_target,,2,50,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,hybrid_alns,200,time_to_target,,2,50,16,0.01,inf,0.85
0.85,17.386586399999942,0.07282359463098927,665954.8290671718,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,regret_k,100,fixed_budget,620749.6110264382,2,10,128,,,0.85
0.85,15.720378300000448,0.0,620749.6110264382,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,standard_alns,100,fixed_budget,620749.6110264382,2,10,128,,,0.85
0.85,34.711341500000344,0.04504613802240336,648711.9836820883,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,qaoa,100,fixed_budget,620749.6110264382,2,10,128,,,0.85
0.85,35.365889500000776,0.05190884978172479,652972.0093372737,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,efficient_su2,100,fixed_budget,620749.6110264382,2,10,128,,,0.85
0.85,24.04205920000095,0.012484666450339948,628499.4628692815,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,hybrid_alns,100,fixed_budget,620749.6110264382,2,10,128,,,0.85
