capacity_slack,elapsed_sec,final_gap_to_instance_best,final_objective,grid_capacity_slack,grid_mode,grid_tw_tightness,instance_tag,iters_to_target,k_vehicles,method,n_requests,outcome,reference_best,remove_count,seed,shots,target_eps,time_to_target_sec,tw_tightness
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,standard_alns,200,time_to_target,,2,30,1024,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,qaoa,200,time_to_target,,2,30,1024,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,efficient_su2,200,time_to_target,,2,30,1024,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,69,20,hybrid_alns,200,time_to_target,,2,30,1024,0.01,31.6111834000003,0.85
0.85,33.31802819999939,0.0,1065485.365191152,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,regret_k,200,fixed_budget,1065485.365191152,2,40,1024,,,0.85
0.85,34.191311999999016,0.022248952442163152,1089191.2984091109,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,standard_alns,200,fixed_budget,1065485.365191152,2,40,1024,,,0.85
0.85,58.829322699999466,0.017487405456670598,1084117.9397803985,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,qaoa,200,fixed_budget,1065485.365191152,2,40,1024,,,0.85
0.85,60.130921699998,0.01554433971192548,1082047.6316657683,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,efficient_su2,200,fixed_budget,1065485.365191152,2,40,1024,,,0.85
0.85,40.835648199998104,0.023555602217562255,1090583.514622229,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,hybrid_alns,200,fixed_budget,1065485.365191152,2,40,1024,,,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,79,20,regret_k,200,time_to_target,,2,40,1024,0.01,26.405288400001155,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,standard_alns,200,time_to_target,,2,40,1024,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,qaoa,200,time_to_target,,2,40,1024,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,efficient_su2,200,time_to_target,,2,40,1024,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,hybrid_alns,200,time_to_target,,2,40,1024,0.01,inf,0.85
0.85,35.34249350000027,0.028112264455941664,1049038.4421478556,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,regret_k,200,fixed_budget,1020353.9811899703,2,50,1024,,,0.85
0.85,35.342990199998894,0.038281178838615613,1059414.334422597,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,standard_alns,200,fixed_budget,1020353.9811899703,2,50,1024,,,0.85
0.85,61.52009570000155,0.03559725260406885,1056675.779603957,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,qaoa,200,fixed_budget,1020353.9811899703,2,50,1024,,,0.85
0.85,61.04914529999951,0.02166079672463447,1042455.6613636977,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,efficient_su2,200,fixed_budget,1020353.9811899703,2,50,1024,,,0.85
0.85,44.74929809999958,0.0,1020353.9811899703,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,hybrid_alns,200,fixed_budget,1020353.9811899703,2,50,1024,,,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,regret_k,200,time_to_target,,2,50,1024,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,standard_alns,200,time_to_target,,2,50,1024,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,qaoa,200,time_to_target,,2,50,1024,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,efficient_su2,200,time_to_target,,2,50,1024,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,68,20,hybrid_alns,200,time_to_target,,2,50,1024,0.01,31.311704499999905,0.85
0.85,21.865232700001798,0.0,635136.1920868786,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,regret_k,100,fixed_budget,635136.1920868786,3,10,16,,,0.85
0.85,22.365923499997734,0.029919179886635165,654138.9460704384,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,standard_alns,100,fixed_budget,635136.1920868786,3,10,16,,,0.85
0.85,37.22955919999731,0.036012189532341914,658008.8370151612,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,qaoa,100,fixed_budget,635136.1920868786,3,10,16,,,0.85
0.85,37.54940220000208,0.03635378490496601,658225.7965993641,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,efficient_su2,100,fixed_budget,635136.1920868786,3,10,16,,,0.85
0.85,28.782689800002117,0.015412281586129605,644925.0899248637,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,hybrid_alns,100,fixed_budget,635136.1920868786,3,10,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,89,10,regret_k,100,time_to_target,,3,10,16,0.01,19.55783109999902,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,standard_alns,100,time_to_target,,3,10,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,qaoa,100,time_to_target,,3,10,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,efficient_su2,100,time_to_target,,3,10,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,hybrid_alns,100,time_to_target,,3,10,16,0.01,inf,0.85
0.85,21.800346700001683,0.025146794257758023,567349.5218123082,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,regret_k,100,fixed_budget,553432.4693695102,3,20,16,,,0.85
0.85,22.49718379999831,0.05654831731283806,584728.1442586448,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,standard_alns,100,fixed_budget,553432.4693695102,3,20,16,,,0.85
0.85,36.85340440000073,0.06888430586461157,591555.2808649668,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,qaoa,100,fixed_budget,553432.4693695102,3,20,16,,,0.85
0.85,36.707029299999704,0.0,553432.4693695102,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,efficient_su2,100,fixed_budget,553432.4693695102,3,20,16,,,0.85
0.85,28.452781300002243,0.05780372791108545,585422.9292461055,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,hybrid_alns,100,fixed_budget,553432.4693695102,3,20,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,regret_k,100,time_to_target,,3,20,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,standard_alns,100,time_to_target,,3,20,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,qaoa,100,time_to_target,,3,20,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,34,10,efficient_su2,100,time_to_target,,3,20,16,0.01,12.936851500002376,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,hybrid_alns,100,time_to_target,,3,20,16,0.01,inf,0.85
0.85,22.37240440000096,0.0006303545177794919,637284.2860482044,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,regret_k,100,fixed_budget,636882.8240827477,3,30,16,,,0.85
0.85,21.64389630000005,0.012738251047797671,644995.5973839441,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,standard_alns,100,fixed_budget,636882.8240827477,3,30,16,,,0.85
0.85,36.82622110000011,0.04803823643751322,667477.5517690259,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,qaoa,100,fixed_budget,636882.8240827477,3,30,16,,,0.85
0.85,36.45182439999917,0.0,636882.8240827477,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,efficient_su2,100,fixed_budget,636882.8240827477,3,30,16,,,0.85
0.85,27.204785499998252,0.01329348702840961,645349.2176433086,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,hybrid_alns,100,fixed_budget,636882.8240827477,3,30,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,68,10,regret_k,100,time_to_target,,3,30,16,0.01,15.647343799999362,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,standard_alns,100,time_to_target,,3,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,qaoa,100,time_to_target,,3,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,71,10,efficient_su2,100,time_to_target,,3,30,16,0.01,26.51058959999864,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,hybrid_alns,100,time_to_target,,3,30,16,0.01,inf,0.85
0.85,21.797695500001282,0.021801624103052208,652138.9900304246,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,regret_k,100,fixed_budget,638224.6559872899,3,40,16,,,0.85
0.85,21.73104080000121,0.0,638224.6559872899,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,standard_alns,100,fixed_budget,638224.6559872899,3,40,16,,,0.85
0.85,36.13798179999867,0.0041270725349126436,640858.6554361191,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,qaoa,100,fixed_budget,638224.6559872899,3,40,16,,,0.85
0.85,36.617975500001194,0.005063815356524831,641456.5078011911,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,efficient_su2,100,fixed_budget,638224.6559872899,3,40,16,,,0.85
0.85,27.44839839999986,0.00626564621259504,642223.5458858614,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,hybrid_alns,100,fixed_budget,638224.6559872899,3,40,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,regret_k,100,time_to_target,,3,40,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,53,10,standard_alns,100,time_to_target,,3,40,16,0.01,11.746875100001489,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,66,10,qaoa,100,time_to_target,,3,40,16,0.01,24.54764359999899,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,58,10,efficient_su2,100,time_to_target,,3,40,16,0.01,21.789574400001584,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,79,10,hybrid_alns,100,time_to_target,,3,40,16,0.01,22.12587799999892,0.85
0.85,22.488104199997906,0.05492720195813264,633323.5296072215,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,regret_k,100,fixed_budget,600348.0888839157,3,50,16,,,0.85
0.85,21.95865980000235,0.0,600348.0888839157,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,standard_alns,100,fixed_budget,600348.0888839157,3,50,16,,,0.85
0.85,36.228879599999345,0.04754311532483037,628890.5073087652,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,qaoa,100,fixed_budget,600348.0888839157,3,50,16,,,0.85
0.85,37.052620899998146,0.03984915825525244,624271.4548860892,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,efficient_su2,100,fixed_budget,600348.0888839157,3,50,16,,,0.85
0.85,30.589320700000826,0.026849138118811115,616466.9176417242,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,,10,hybrid_alns,100,fixed_budget,600348.0888839157,3,50,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,regret_k,100,time_to_target,,3,50,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,96,10,standard_alns,100,time_to_target,,3,50,16,0.01,21.35697020000225,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,qaoa,100,time_to_target,,3,50,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,efficient_su2,100,time_to_target,,3,50,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R100_K10_tw0.85_cap0.85,inf,10,hybrid_alns,100,time_to_target,,3,50,16,0.01,inf,0.85
0.85,35.634833200001594,0.007979400921496306,811392.4209939416,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,regret_k,150,fixed_budget,804969.24862965,3,10,16,,,0.85
0.85,34.29251680000016,0.0027710083074280107,807199.8251048268,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,standard_alns,150,fixed_budget,804969.24862965,3,10,16,,,0.85
0.85,49.64294230000087,0.0007342803184316907,805560.3217058615,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,qaoa,150,fixed_budget,804969.24862965,3,10,16,,,0.85
0.85,48.485463599998184,0.0,804969.24862965,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,efficient_su2,150,fixed_budget,804969.24862965,3,10,16,,,0.85
0.85,42.83396139999968,0.005922013772354694,809736.2876063568,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,hybrid_alns,150,fixed_budget,804969.24862965,3,10,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,99,15,regret_k,150,time_to_target,,3,10,16,0.01,35.634833200001594,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,82,15,standard_alns,150,time_to_target,,3,10,16,0.01,28.509700700000394,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,88,15,qaoa,150,time_to_target,,3,10,16,0.01,44.31247109999822,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,72,15,efficient_su2,150,time_to_target,,3,10,16,0.01,35.43664129999888,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,98,15,hybrid_alns,150,time_to_target,,3,10,16,0.01,42.51400730000023,0.85
0.85,36.11151269999755,0.007635682220204321,792087.0102977904,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,regret_k,150,fixed_budget,786084.7171990989,3,20,16,,,0.85
0.85,35.348734699997294,0.03930657020671327,816983.0113241096,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,standard_alns,150,fixed_budget,786084.7171990989,3,20,16,,,0.85
0.85,49.767451299998356,0.006690589200720672,791344.0871188428,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,qaoa,150,fixed_budget,786084.7171990989,3,20,16,,,0.85
0.85,49.40788629999952,0.013336452487088101,796568.2986808508,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,efficient_su2,150,fixed_budget,786084.7171990989,3,20,16,,,0.85
0.85,40.216534000002866,0.0,786084.7171990989,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,hybrid_alns,150,fixed_budget,786084.7171990989,3,20,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,83,15,regret_k,150,time_to_target,,3,20,16,0.01,30.17736579999837,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,standard_alns,150,time_to_target,,3,20,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,92,15,qaoa,150,time_to_target,,3,20,16,0.01,46.26632690000042,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,efficient_su2,150,time_to_target,,3,20,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,81,15,hybrid_alns,150,time_to_target,,3,20,16,0.01,33.103799600001366,0.85
0.85,34.1018124000002,0.059939569134409246,823489.7521911022,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,regret_k,150,fixed_budget,776921.4171932446,3,30,16,,,0.85
0.85,35.60038699999859,0.07931450789527877,838542.5570712293,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,standard_alns,150,fixed_budget,776921.4171932446,3,30,16,,,0.85
0.85,49.75047210000048,0.06803768436602048,829781.3513534399,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,qaoa,150,fixed_budget,776921.4171932446,3,30,16,,,0.85
0.85,50.028857100001915,0.04529000922147017,812108.1953422843,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,efficient_su2,150,fixed_budget,776921.4171932446,3,30,16,,,0.85
0.85,42.608874300000025,0.0,776921.4171932446,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,hybrid_alns,150,fixed_budget,776921.4171932446,3,30,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,regret_k,150,time_to_target,,3,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,standard_alns,150,time_to_target,,3,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,qaoa,150,time_to_target,,3,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,efficient_su2,150,time_to_target,,3,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,74,15,hybrid_alns,150,time_to_target,,3,30,16,0.01,31.542736799998238,0.85
0.85,35.39010570000028,0.024787080825933516,807083.7021804082,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,regret_k,150,fixed_budget,787562.3310258108,3,40,16,,,0.85
0.85,35.27427579999858,0.01932414687797667,802781.3011861152,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,standard_alns,150,fixed_budget,787562.3310258108,3,40,16,,,0.85
0.85,49.87174330000198,0.017992868337212878,801732.8363553067,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,qaoa,150,fixed_budget,787562.3310258108,3,40,16,,,0.85
0.85,49.366997499997524,0.0100789092245924,795500.1002689283,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,efficient_su2,150,fixed_budget,787562.3310258108,3,40,16,,,0.85
0.85,40.571783100000175,0.0,787562.3310258108,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,hybrid_alns,150,fixed_budget,787562.3310258108,3,40,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,regret_k,150,time_to_target,,3,40,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,standard_alns,150,time_to_target,,3,40,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,qaoa,150,time_to_target,,3,40,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,efficient_su2,150,time_to_target,,3,40,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,93,15,hybrid_alns,150,time_to_target,,3,40,16,0.01,38.2354559000014,0.85
0.85,35.00912899999821,0.0505109702649929,891154.7205503662,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,regret_k,150,fixed_budget,848305.9632643067,3,50,16,,,0.85
0.85,36.202065700003004,0.005084952113801999,852619.5584653583,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,standard_alns,150,fixed_budget,848305.9632643067,3,50,16,,,0.85
0.85,49.687297899999976,0.0,848305.9632643067,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,qaoa,150,fixed_budget,848305.9632643067,3,50,16,,,0.85
0.85,49.109146599999804,0.05053752656272665,891177.248416096,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,efficient_su2,150,fixed_budget,848305.9632643067,3,50,16,,,0.85
0.85,42.912865899997996,0.004803540489191358,852380.8353060692,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,,15,hybrid_alns,150,fixed_budget,848305.9632643067,3,50,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,regret_k,150,time_to_target,,3,50,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,69,15,standard_alns,150,time_to_target,,3,50,16,0.01,25.176296500001627,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,88,15,qaoa,150,time_to_target,,3,50,16,0.01,44.18981910000002,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,inf,15,efficient_su2,150,time_to_target,,3,50,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R150_K15_tw0.85_cap0.85,97,15,hybrid_alns,150,time_to_target,,3,50,16,0.01,42.11710010000024,0.85
0.85,47.80245780000041,0.004776044793056144,1022670.8727829237,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,regret_k,200,fixed_budget,1017809.7677413808,3,10,16,,,0.85
0.85,49.23855879999974,0.0,1017809.7677413808,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,standard_alns,200,fixed_budget,1017809.7677413808,3,10,16,,,0.85
0.85,64.29437329999928,0.00998581897985196,1027973.4318379714,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,qaoa,200,fixed_budget,1017809.7677413808,3,10,16,,,0.85
0.85,61.965891899999406,0.015318257273413936,1033400.839619037,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,efficient_su2,200,fixed_budget,1017809.7677413808,3,10,16,,,0.85
0.85,54.40886150000006,0.004388996832369653,1022276.9315879527,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,hybrid_alns,200,fixed_budget,1017809.7677413808,3,10,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,75,20,regret_k,200,time_to_target,,3,10,16,0.01,36.33186249999926,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,83,20,standard_alns,200,time_to_target,,3,10,16,0.01,41.26896660000057,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,99,20,qaoa,200,time_to_target,,3,10,16,0.01,64.29437329999928,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,efficient_su2,200,time_to_target,,3,10,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,81,20,hybrid_alns,200,time_to_target,,3,10,16,0.01,44.35275030000048,0.85
0.85,46.70686019999994,0.01506616671640941,992637.4175448398,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,regret_k,200,fixed_budget,977904.1505795397,3,20,16,,,0.85
0.85,46.91498509999656,0.028063632536225225,1005347.6933170534,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,standard_alns,200,fixed_budget,977904.1505795397,3,20,16,,,0.85
0.85,63.493298100001994,0.0,977904.1505795397,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,qaoa,200,fixed_budget,977904.1505795397,3,20,16,,,0.85
0.85,62.99422990000312,0.025633376874265253,1002971.1362182533,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,efficient_su2,200,fixed_budget,977904.1505795397,3,20,16,,,0.85
0.85,53.92174510000041,0.0243446024999454,1001710.8384084454,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,hybrid_alns,200,fixed_budget,977904.1505795397,3,20,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,regret_k,200,time_to_target,,3,20,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,standard_alns,200,time_to_target,,3,20,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,90,20,qaoa,200,time_to_target,,3,20,16,0.01,57.35998220000329,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,efficient_su2,200,time_to_target,,3,20,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,hybrid_alns,200,time_to_target,,3,20,16,0.01,inf,0.85
0.85,48.10253229999944,0.035101748591797266,1035687.8358010534,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,regret_k,200,fixed_budget,1000566.2121719469,3,30,16,,,0.85
0.85,50.20561279999674,0.02231602940943799,1022894.877188866,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,standard_alns,200,fixed_budget,1000566.2121719469,3,30,16,,,0.85
0.85,63.26249129999633,0.013326553765403223,1013900.3115943022,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,qaoa,200,fixed_budget,1000566.2121719469,3,30,16,,,0.85
0.85,64.60909560000437,0.0,1000566.2121719469,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,efficient_su2,200,fixed_budget,1000566.2121719469,3,30,16,,,0.85
0.85,57.32908989999851,0.0027879800932531953,1003355.770853464,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,hybrid_alns,200,fixed_budget,1000566.2121719469,3,30,16,,,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,regret_k,200,time_to_target,,3,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,standard_alns,200,time_to_target,,3,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,inf,20,qaoa,200,time_to_target,,3,30,16,0.01,inf,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,81,20,efficient_su2,200,time_to_target,,3,30,16,0.01,52.83182390000002,0.85
0.85,,,,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,96,20,hybrid_alns,200,time_to_target,,3,30,16,0.01,55.69986459999927,0.85
0.85,48.64106619999802,0.03579989910965251,1057423.783878509,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,regret_k,200,fixed_budget,1020876.5078925416,3,40,16,,,0.85
0.85,50.404557800000475,0.0,1020876.5078925416,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,standard_alns,200,fixed_budget,1020876.5078925416,3,40,16,,,0.85
0.85,63.537013399996795,0.02438584631636738,1045771.4455219989,0.85,alns_grid,0.85,R200_K20_tw0.85_cap0.85,,20,qaoa,200,fixed_budget,1020876.5078925416,3,40,16,,,0.85
