capacity_slack,elapsed_sec,final_gap_to_instance_best,final_objective,grid_capacity_slack,grid_mode,grid_tw_tightness,instance_tag,iters_to_target,k_vehicles,method,n_requests,outcome,reference_best,remove_count,seed,shots,target_eps,time_to_target_sec,tw_tightness
0.15,45.82825249999951,0.06522851983683478,417144.9379758792,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,efficient_su2,150,fixed_budget,391601.3608420613,2,10,1024,,,0.15
0.15,33.69518810000227,0.10617236971120127,433178.60530479415,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,hybrid_alns,150,fixed_budget,391601.3608420613,2,10,1024,,,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,81,15,regret_k,150,time_to_target,,2,10,1024,0.01,21.174991200001386,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,standard_alns,150,time_to_target,,2,10,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,qaoa,150,time_to_target,,2,10,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,efficient_su2,150,time_to_target,,2,10,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,hybrid_alns,150,time_to_target,,2,10,1024,0.01,inf,0.15
0.15,24.42483500000162,0.02622493918009511,425418.8952630602,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,regret_k,150,fixed_budget,414547.4145297518,2,20,1024,,,0.15
0.15,25.161906600002112,0.0007853940894152463,414872.99761890585,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,standard_alns,150,fixed_budget,414547.4145297518,2,20,1024,,,0.15
0.15,47.75227700000323,0.04543109160151874,433380.7560924257,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,qaoa,150,fixed_budget,414547.4145297518,2,20,1024,,,0.15
0.15,47.07700249999834,0.0,414547.4145297518,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,efficient_su2,150,fixed_budget,414547.4145297518,2,20,1024,,,0.15
0.15,34.462635600000795,0.04627062520906936,433728.7825788467,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,hybrid_alns,150,fixed_budget,414547.4145297518,2,20,1024,,,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,regret_k,150,time_to_target,,2,20,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,75,15,standard_alns,150,time_to_target,,2,20,1024,0.01,18.98168330000044,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,qaoa,150,time_to_target,,2,20,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,82,15,efficient_su2,150,time_to_target,,2,20,1024,0.01,39.72947909999857,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,hybrid_alns,150,time_to_target,,2,20,1024,0.01,inf,0.15
0.15,24.281223899997713,0.0,348426.1918157422,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,regret_k,150,fixed_budget,348426.1918157422,2,30,1024,,,0.15
0.15,25.239777999999205,0.04025902581325091,362453.49086606485,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,standard_alns,150,fixed_budget,348426.1918157422,2,30,1024,,,0.15
0.15,46.617617700001574,0.08755091081500334,378931.22226101346,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,qaoa,150,fixed_budget,348426.1918157422,2,30,1024,,,0.15
0.15,46.87893379999878,0.06863688111082036,372341.07891929516,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,efficient_su2,150,fixed_budget,348426.1918157422,2,30,1024,,,0.15
0.15,34.778932299999724,0.08161044405228961,376861.40804927313,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,hybrid_alns,150,fixed_budget,348426.1918157422,2,30,1024,,,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,96,15,regret_k,150,time_to_target,,2,30,1024,0.01,23.594492500000342,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,standard_alns,150,time_to_target,,2,30,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,qaoa,150,time_to_target,,2,30,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,efficient_su2,150,time_to_target,,2,30,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,hybrid_alns,150,time_to_target,,2,30,1024,0.01,inf,0.15
0.15,24.061741400000756,0.0,400127.9900199913,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,regret_k,150,fixed_budget,400127.9900199913,2,40,1024,,,0.15
0.15,24.931453000001056,0.11747755912396408,447134.04962471774,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,standard_alns,150,fixed_budget,400127.9900199913,2,40,1024,,,0.15
0.15,47.24911390000125,0.08862066572889242,435587.59887232655,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,qaoa,150,fixed_budget,400127.9900199913,2,40,1024,,,0.15
0.15,46.725986999997986,0.11602016909478405,446550.90708166675,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,efficient_su2,150,fixed_budget,400127.9900199913,2,40,1024,,,0.15
0.15,33.931829900000594,0.06529513189569462,426254.3999035058,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,hybrid_alns,150,fixed_budget,400127.9900199913,2,40,1024,,,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,88,15,regret_k,150,time_to_target,,2,40,1024,0.01,21.48613639999894,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,standard_alns,150,time_to_target,,2,40,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,qaoa,150,time_to_target,,2,40,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,efficient_su2,150,time_to_target,,2,40,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,hybrid_alns,150,time_to_target,,2,40,1024,0.01,inf,0.15
0.15,24.718657899997197,0.08308837091441572,456136.5738715898,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,regret_k,150,fixed_budget,421144.3739225902,2,50,1024,,,0.15
0.15,24.596508599999652,0.12234141956778734,472667.77447126695,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,standard_alns,150,fixed_budget,421144.3739225902,2,50,1024,,,0.15
0.15,47.39348489999975,0.0,421144.3739225902,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,qaoa,150,fixed_budget,421144.3739225902,2,50,1024,,,0.15
0.15,49.21998579999854,0.1405961241464278,480355.6406021803,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,efficient_su2,150,fixed_budget,421144.3739225902,2,50,1024,,,0.15
0.15,34.214125200000126,0.10518618737255182,465442.9449489078,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,hybrid_alns,150,fixed_budget,421144.3739225902,2,50,1024,,,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,regret_k,150,time_to_target,,2,50,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,standard_alns,150,time_to_target,,2,50,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,98,15,qaoa,150,time_to_target,,2,50,1024,0.01,46.91330000000016,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,efficient_su2,150,time_to_target,,2,50,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,hybrid_alns,150,time_to_target,,2,50,1024,0.01,inf,0.15
0.15,35.082927099996596,0.04148390813321885,516485.6700700829,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,regret_k,200,fixed_budget,495913.2503504969,2,10,1024,,,0.15
0.15,34.31747800000085,0.0038073097659526785,497801.3457116217,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,standard_alns,200,fixed_budget,495913.2503504969,2,10,1024,,,0.15
0.15,56.434606700000586,0.06020344346328897,525768.9356806689,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,qaoa,200,fixed_budget,495913.2503504969,2,10,1024,,,0.15
0.15,58.25445409999884,0.020500812652366873,506079.87498775875,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,efficient_su2,200,fixed_budget,495913.2503504969,2,10,1024,,,0.15
0.15,43.14523350000309,0.0,495913.2503504969,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,hybrid_alns,200,fixed_budget,495913.2503504969,2,10,1024,,,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,regret_k,200,time_to_target,,2,10,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,71,20,standard_alns,200,time_to_target,,2,10,1024,0.01,24.43513950000124,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,qaoa,200,time_to_target,,2,10,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,efficient_su2,200,time_to_target,,2,10,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,92,20,hybrid_alns,200,time_to_target,,2,10,1024,0.01,40.11344110000209,0.15
0.15,35.15817060000336,0.03805031633819232,554588.5889921203,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,regret_k,200,fixed_budget,534259.8333272294,2,20,1024,,,0.15
0.15,36.90823079999973,0.0,534259.8333272294,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,standard_alns,200,fixed_budget,534259.8333272294,2,20,1024,,,0.15
0.15,59.73738679999951,0.05851519751427484,565522.1529983158,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,qaoa,200,fixed_budget,534259.8333272294,2,20,1024,,,0.15
0.15,59.413760999999795,0.0002023035767409235,534367.9160024205,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,efficient_su2,200,fixed_budget,534259.8333272294,2,20,1024,,,0.15
0.15,44.37384799999927,0.01592643840087269,542768.689652776,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,hybrid_alns,200,fixed_budget,534259.8333272294,2,20,1024,,,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,regret_k,200,time_to_target,,2,20,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,79,20,standard_alns,200,time_to_target,,2,20,1024,0.01,29.003238900000724,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,qaoa,200,time_to_target,,2,20,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,98,20,efficient_su2,200,time_to_target,,2,20,1024,0.01,58.86570690000008,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,hybrid_alns,200,time_to_target,,2,20,1024,0.01,inf,0.15
0.15,33.6972448000015,0.10398994158413549,558889.4683805513,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,regret_k,200,fixed_budget,506245.07282973116,2,30,1024,,,0.15
0.15,35.76243899999827,0.015786580372063763,514236.951359919,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,standard_alns,200,fixed_budget,506245.07282973116,2,30,1024,,,0.15
0.15,59.948750200001086,0.0,506245.07282973116,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,qaoa,200,fixed_budget,506245.07282973116,2,30,1024,,,0.15
0.15,59.716567499999655,0.07949287543946304,546487.9493460269,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,efficient_su2,200,fixed_budget,506245.07282973116,2,30,1024,,,0.15
0.15,44.21940370000084,0.03629415369620655,524618.8093109607,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,hybrid_alns,200,fixed_budget,506245.07282973116,2,30,1024,,,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,regret_k,200,time_to_target,,2,30,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,standard_alns,200,time_to_target,,2,30,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,89,20,qaoa,200,time_to_target,,2,30,1024,0.01,54.30911090000154,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,efficient_su2,200,time_to_target,,2,30,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,hybrid_alns,200,time_to_target,,2,30,1024,0.01,inf,0.15
0.15,34.51729150000028,0.032359570026093895,557500.7741248842,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,regret_k,200,fixed_budget,540025.7723292988,2,40,1024,,,0.15
0.15,32.923345499999414,0.0343138498604233,558556.1356017655,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,standard_alns,200,fixed_budget,540025.7723292988,2,40,1024,,,0.15
0.15,57.858953299997665,0.08903717903601184,588108.1437042431,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,qaoa,200,fixed_budget,540025.7723292988,2,40,1024,,,0.15
0.15,59.96736310000051,0.0,540025.7723292988,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,efficient_su2,200,fixed_budget,540025.7723292988,2,40,1024,,,0.15
0.15,43.073462699998345,0.026199511801508812,554174.1839245592,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,hybrid_alns,200,fixed_budget,540025.7723292988,2,40,1024,,,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,regret_k,200,time_to_target,,2,40,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,standard_alns,200,time_to_target,,2,40,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,qaoa,200,time_to_target,,2,40,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,95,20,efficient_su2,200,time_to_target,,2,40,1024,0.01,57.87343160000091,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,hybrid_alns,200,time_to_target,,2,40,1024,0.01,inf,0.15
0.15,34.45321580000018,0.10684099807968285,550493.9875474278,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,regret_k,200,fixed_budget,497355.9784128967,2,50,1024,,,0.15
0.15,35.75359870000102,0.13247744677749226,563244.4285725588,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,standard_alns,200,fixed_budget,497355.9784128967,2,50,1024,,,0.15
0.15,58.066504800000985,0.11635530242548324,555225.9836942514,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,qaoa,200,fixed_budget,497355.9784128967,2,50,1024,,,0.15
0.15,59.130863400001545,0.08324557451528171,538758.6625744883,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,efficient_su2,200,fixed_budget,497355.9784128967,2,50,1024,,,0.15
0.15,44.07249509999747,0.0,497355.9784128967,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,,20,hybrid_alns,200,fixed_budget,497355.9784128967,2,50,1024,,,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,regret_k,200,time_to_target,,2,50,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,standard_alns,200,time_to_target,,2,50,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,qaoa,200,time_to_target,,2,50,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,inf,20,efficient_su2,200,time_to_target,,2,50,1024,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R200_K20_tw0.15_cap0.15,94,20,hybrid_alns,200,time_to_target,,2,50,1024,0.01,41.84624659999827,0.15
0.15,21.563117699999566,0.03229593711889418,318779.0397435887,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,regret_k,100,fixed_budget,308805.8649473048,3,10,16,,,0.15
0.15,21.77372540000215,0.16331899809604308,359239.72941668064,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,standard_alns,100,fixed_budget,308805.8649473048,3,10,16,,,0.15
0.15,36.49037539999699,0.0,308805.8649473048,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,qaoa,100,fixed_budget,308805.8649473048,3,10,16,,,0.15
0.15,36.97619870000199,0.054479986843705835,325629.6044068932,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,efficient_su2,100,fixed_budget,308805.8649473048,3,10,16,,,0.15
0.15,26.74095319999833,0.0640016246514525,328569.94200582936,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,hybrid_alns,100,fixed_budget,308805.8649473048,3,10,16,,,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,regret_k,100,time_to_target,,3,10,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,standard_alns,100,time_to_target,,3,10,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,98,10,qaoa,100,time_to_target,,3,10,16,0.01,36.1518683999966,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,efficient_su2,100,time_to_target,,3,10,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,hybrid_alns,100,time_to_target,,3,10,16,0.01,inf,0.15
0.15,22.16224919999877,0.04218188609284072,310643.352736942,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,regret_k,100,fixed_budget,298070.189937334,3,20,16,,,0.15
0.15,21.710939799999323,0.0,298070.189937334,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,standard_alns,100,fixed_budget,298070.189937334,3,20,16,,,0.15
0.15,36.441521799999464,0.010073417920462778,301072.77553020447,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,qaoa,100,fixed_budget,298070.189937334,3,20,16,,,0.15
0.15,36.233615299999656,0.05679762913428504,314999.8700413806,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,efficient_su2,100,fixed_budget,298070.189937334,3,20,16,,,0.15
0.15,26.98881049999909,0.019229965524777532,303802.0694137928,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,hybrid_alns,100,fixed_budget,298070.189937334,3,20,16,,,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,regret_k,100,time_to_target,,3,20,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,75,10,standard_alns,100,time_to_target,,3,20,16,0.01,16.466833500002394,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,qaoa,100,time_to_target,,3,20,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,efficient_su2,100,time_to_target,,3,20,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,hybrid_alns,100,time_to_target,,3,20,16,0.01,inf,0.15
0.15,22.3050751999981,0.06651231657724373,291219.7231752082,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,regret_k,100,fixed_budget,273058.0028459673,3,30,16,,,0.15
0.15,21.84255209999901,0.012227579224952675,276396.8412087737,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,standard_alns,100,fixed_budget,273058.0028459673,3,30,16,,,0.15
0.15,36.23067019999871,0.06251038303623353,290126.96319497767,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,qaoa,100,fixed_budget,273058.0028459673,3,30,16,,,0.15
0.15,36.347502599997824,0.0,273058.0028459673,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,efficient_su2,100,fixed_budget,273058.0028459673,3,30,16,,,0.15
0.15,27.57508140000209,0.06452562978354659,290677.2424470408,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,hybrid_alns,100,fixed_budget,273058.0028459673,3,30,16,,,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,regret_k,100,time_to_target,,3,30,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,standard_alns,100,time_to_target,,3,30,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,qaoa,100,time_to_target,,3,30,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,94,10,efficient_su2,100,time_to_target,,3,30,16,0.01,34.554018599999836,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,hybrid_alns,100,time_to_target,,3,30,16,0.01,inf,0.15
0.15,21.788928300000407,0.06660974894432566,296242.0583907979,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,regret_k,100,fixed_budget,277741.75014245155,3,40,16,,,0.15
0.15,21.611570900000515,0.10721239391612376,307519.1080656777,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,standard_alns,100,fixed_budget,277741.75014245155,3,40,16,,,0.15
0.15,36.50213490000169,0.07158766873636473,297624.63454590755,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,qaoa,100,fixed_budget,277741.75014245155,3,40,16,,,0.15
0.15,36.98733859999993,0.0,277741.75014245155,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,efficient_su2,100,fixed_budget,277741.75014245155,3,40,16,,,0.15
0.15,27.726136500001303,0.032614800938819195,286800.24203574687,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,hybrid_alns,100,fixed_budget,277741.75014245155,3,40,16,,,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,regret_k,100,time_to_target,,3,40,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,standard_alns,100,time_to_target,,3,40,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,qaoa,100,time_to_target,,3,40,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,82,10,efficient_su2,100,time_to_target,,3,40,16,0.01,30.418931600001088,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,hybrid_alns,100,time_to_target,,3,40,16,0.01,inf,0.15
0.15,22.03757830000177,0.20056289113552753,381363.8923291215,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,regret_k,100,fixed_budget,317654.23964455235,3,50,16,,,0.15
0.15,21.7521330999989,0.05695516027821421,335746.2877765621,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,standard_alns,100,fixed_budget,317654.23964455235,3,50,16,,,0.15
0.15,35.90109389999998,0.21116919335849604,384733.02919719886,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,qaoa,100,fixed_budget,317654.23964455235,3,50,16,,,0.15
0.15,36.012192800000776,0.08689558916750037,345256.9919500201,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,efficient_su2,100,fixed_budget,317654.23964455235,3,50,16,,,0.15
0.15,28.035054500000115,0.0,317654.23964455235,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,,10,hybrid_alns,100,fixed_budget,317654.23964455235,3,50,16,,,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,regret_k,100,time_to_target,,3,50,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,standard_alns,100,time_to_target,,3,50,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,qaoa,100,time_to_target,,3,50,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,inf,10,efficient_su2,100,time_to_target,,3,50,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R100_K10_tw0.15_cap0.15,85,10,hybrid_alns,100,time_to_target,,3,50,16,0.01,24.462052800001402,0.15
0.15,35.48699080000006,0.03575473761885961,408986.4470457325,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,regret_k,150,fixed_budget,394868.0437474694,3,10,16,,,0.15
0.15,35.6935530999981,0.027438525899894154,405702.64079287485,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,standard_alns,150,fixed_budget,394868.0437474694,3,10,16,,,0.15
0.15,49.2053384000028,0.06278137443198452,419658.4022532045,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,qaoa,150,fixed_budget,394868.0437474694,3,10,16,,,0.15
0.15,50.86360609999974,0.0,394868.0437474694,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,efficient_su2,150,fixed_budget,394868.0437474694,3,10,16,,,0.15
0.15,41.29465329999948,0.10834918533837627,437651.674603666,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,,15,hybrid_alns,150,fixed_budget,394868.0437474694,3,10,16,,,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,regret_k,150,time_to_target,,3,10,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,standard_alns,150,time_to_target,,3,10,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,qaoa,150,time_to_target,,3,10,16,0.01,inf,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,93,15,efficient_su2,150,time_to_target,,3,10,16,0.01,47.84842949999802,0.15
0.15,,,,0.15,alns_grid,0.15,R150_K15_tw0.15_cap0.15,inf,15,hybrid_alns,150,time_to_target,,3,10,16,0.01,inf,0.15
